0.3125,10,2.5
0.316,10,2.5
0.3194,10,2.5
0.3229,10,2.5
0.3264,10,2.5
0.3299,10,2.5
0.3333,10,2.5
0.3333,10,2.5
0.3368,10,2.5
0.3403,10,2.5
0.3438,10,2.5
0.3472,10,2.5
0.3507,1,4.5
0.3542,1,4.5
0.3576,1,4.5
0.3611,1,4.5
0.3646,1,4.5
0.3681,1,4.5
0.3715,1,4.5
0.375,1,4.5
0.3785,1,4.5
0.3819,1,4.5
0.3854,1,4.5
0.3889,1,4.5
0.3924,1,4.5
0.3958,1,4.5
0.3993,1,4.5
0.4028,1,4.5
0.4063,1,4.5
0.4097,1,4.5
0.4132,1,4.5
0.4167,1,4.5
0.4201,1,4.5
0.4236,1,4.5
0.4271,1,4.5
0.4306,1,4.5
0.434,1,4.5
0.4375,1,4.5
0.441,1,4.5
0.4444,1,4.5
0.4479,1,4.5
0.4514,1,4.5
0.4549,1,4.5
0.4583,1,4.5
0.4618,1,4.5
0.4653,1,4.5
0.4688,1,4.5
0.4722,1,4.5
0.4757,1,4.5
0.4792,1,4.5
0.4826,1,4.5
0.4861,10,2.5
0.4896,10,2.5
0.4931,10,2.5
0.4965,10,2.5
0.5,10,2.5
0.5035,10,2.5
0.5069,10,2.5
0.5104,10,2.5
0.5139,10,2.5
0.5174,10,2.5
0.5208,10,2.5
0.5243,10,2.5
0.5278,10,2.5
0.5313,10,2.5
0.5347,10,2.5
0.5382,10,2.5
0.5417,10,2.5
0.5451,1,4.5
0.5486,1,4.5
0.5521,1,4.5
0.5556,1,4.5
0.559,1,4.5
0.5625,1,4.5
0.566,1,4.5
0.5694,1,4.5
0.5729,1,4.5
0.5764,1,4.5
0.5799,1,4.5
0.5833,1,4.5
0.5868,1,4.5
0.5903,1,4.5
0.5938,1,4.5
0.5972,1,4.5
0.6007,1,4.5
0.6042,1,4.5
0.6076,1,4.5
0.6111,10,2.5
0.6146,10,2.5
0.6181,10,2.5
0.6215,10,2.5
0.625,10,2.5
0.6285,10,2.5
0.6319,10,2.5
0.6354,10,2.5
0.6389,1,4.5
0.6424,1,4.5
0.6458,1,4.5
0.6493,1,4.5
0.6528,1,4.5
0.6563,1,4.5
0.6597,1,4.5
0.6632,1,4.5
0.6667,1,4.5
0.6701,1,4.5
0.6736,1,4.5
0.6771,1,4.5
0.6806,1,4.5
0.684,1,4.5
0.6875,1,4.5
0.691,1,4.5
0.6944,1,4.5
0.6979,1,4.5
0.7014,1,4.5
0.7049,1,4.5
0.7083,10,2.5
0.7118,10,2.5
0.7153,10,2.5
0.7188,10,2.5
0.7222,10,2.5
0.7257,10,2.5
0.7292,10,2.5
0.7326,10,2.5
